S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT,BA,VOLUME,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha,VOL.m3.ha,LIVE.CROWN.LEAVES,TREE.BRANCHES,TREE.BARK,TREE.STEM,FOLIAGE.BIOMASS,FOLIAGE_LEAVES
4807,Hemlock,Tsuga canadensis,36.3,56.9,8.3,0.45,1,P15,0.254281295,9.230411001,2741.564625,2.741564625,731.0839001,0.7310839,1288.535374,1.288535374,194.9557067,0.194955707,2.461442933,257.4291785,860.9516467,36.61927316,156.0165546,64.16995841,713.4935597
4808,Larch,Larix decidua,32.2,51.5,10.1,0.59,1,P15,0.208307228,6.707492738,2615.06007,2.61506007,697.3493521,0.697349352,1229.078233,1.229078233,185.9598272,0.185959827,1.78866473,103.3886519,783.5778191,303.8415424,485.2033581,27.00405181,863.2857459
4809,Oak,Quercus robur,34.6,55.5,12.3,0.7,1,P15,0.241922269,8.370510517,3835.561289,3.835561289,1022.816344,1.022816344,1802.713806,1.802713806,272.751025,0.272751025,2.232136138,343.132422,994.7996593,64.09694202,507.7514051,166.4161618,409.7458654
4810,Poplar,Populus tremula,36.4,63.3,9.3,0.42,1,P15,0.314700405,11.45509473,3164.327052,3.164327052,843.8205472,0.843820547,1487.233714,1.487233714,225.0188126,0.225018813,3.054691928,422.6558173,533.2998544,264.5488103,950.636958,179.5657952,63.14983933
4811,Magnolia,Magnolia grandiflora,29.5,51.8,3.2,0.6,1,P15,0.210741177,6.216864715,2468.360928,2.468360928,658.2295807,0.658229581,1160.129636,1.160129636,175.5278882,0.175527888,1.657830591,342.0181404,694.5977118,493.0852605,558.2838997,135.9514308,180.2183495
4812,Yew,Taxus baccata,35.7,75.7,7.6,0.64,1,P15,0.450071632,16.06755727,6641.192282,6.641192282,1770.984609,1.770984609,3121.360373,3.121360373,472.2625623,0.472262562,4.284681938,17.2552824,389.3251462,419.0732632,-275.3044512,61.98349798,618.5224179
4813,Cedar,Cedrus libani,23.5,43.1,4.1,0.56,1,P15,0.145896348,3.428564183,1290.947092,1.290947092,344.2525578,0.344252558,606.7451332,0.606745133,91.80068209,0.091800682,0.914283782,94.3389466,410.4311747,419.9035669,1179.247168,79.26878108,530.9676628
4814,Fir,Abies alba,22.9,40.9,4.9,0.42,1,P15,0.13138219,3.008652155,858.2023504,0.85820235,228.8539601,0.22885396,403.3551047,0.403355105,61.0277227,0.061027723,0.802307241,92.26222135,584.687538,160.2504359,1188.85044,12.21022043,193.3639398
4815,Walnut,Juglans regia,21.1,45.9,6.9,0.61,1,P15,0.16546847,3.491384727,1428.417038,1.428417038,380.9112101,0.38091121,671.3560078,0.671356008,101.5763227,0.101576323,0.931035927,458.4680039,872.3235369,250.5167573,1511.659248,174.5294774,700.4804508
4816,Cedar,Cedrus libani,24.1,59,6.1,0.56,1,P15,0.273397101,6.588870126,2442.296229,2.442296229,651.2789943,0.651278994,1147.879228,1.147879228,173.6743985,0.173674398,1.757032034,308.8489631,768.9790383,353.349747,901.961539,154.9210501,823.338218
4817,Ash,Fraxinus excelsior,26.2,53.5,5.3,0.67,1,P15,0.224800589,5.88977544,2607.790594,2.607790594,695.410825,0.695410825,1225.661579,1.225661579,185.4428867,0.185442887,1.570606784,197.9331172,304.2824498,25.59257053,1014.008137,69.51404439,691.7176735
4818,Ash,Fraxinus excelsior,25.2,41.5,10.5,0.67,1,P15,0.135265199,3.408683007,1529.18801,1.52918801,407.7834694,0.407783469,718.7183648,0.718718365,108.7422585,0.108742259,0.908982135,32.06908684,172.8794753,78.68463408,1673.045107,172.2663647,534.6719281
4819,Pine,Pinus sylvestris,30.4,73.7,8.3,0.45,1,P15,0.426603935,12.96875962,3820.60053,3.82060053,1018.826808,1.018826808,1795.682249,1.795682249,271.6871488,0.271687149,3.4583359,73.95966051,505.8676663,89.63139638,702.3426451,46.89878005,911.3374256
4820,Larch,Larix decidua,22.7,48.2,10.4,0.59,1,P15,0.182466843,4.141997334,1633.637458,1.633637458,435.6366554,0.435636655,767.8096052,0.767809605,116.1697748,0.116169775,1.104532622,250.4319926,284.4930805,133.6466482,780.5641247,61.99126623,911.3935318
4821,Willow,Salix alba,23.6,47.2,5.3,0.47,1,P15,0.174974144,4.129389809,1304.606295,1.304606295,347.895012,0.347895012,613.1649587,0.613164959,92.77200321,0.092772003,1.101170616,23.58349451,263.5163753,313.1970326,1448.06172,119.7985896,857.1948407
4822,Fir,Abies alba,26.7,45,6.5,0.42,1,P15,0.159043128,4.24645152,1201.301971,1.201301971,320.3471923,0.320347192,564.6119264,0.564611926,85.42591794,0.085425918,1.132387072,171.4906248,760.2541,340.5755776,828.8414876,46.54783057,151.926417
4823,Cedar,Cedrus libani,22.9,67.4,6.2,0.56,1,P15,0.356787536,8.170434576,3012.937532,3.012937532,803.4500084,0.803450008,1416.08064,1.41608064,214.2533356,0.214253336,2.178782554,439.616165,713.1412538,125.9631456,124.3471055,79.34519909,831.2997121
4824,Walnut,Juglans regia,21.6,52.4,3.7,0.61,1,P15,0.215651486,4.6580721,1892.598609,1.892598609,504.6929623,0.504692962,889.5213461,0.889521346,134.58479,0.13458479,1.24215256,127.0562478,125.1939631,360.5925812,1589.209939,23.55502553,509.3071251
4825,Locust,Robinia pseudoacacia,29.2,50.8,4.6,0.69,1,P15,0.202682992,5.918343356,2696.444006,2.696444006,719.0517349,0.719051735,1267.328683,1.267328683,191.7471293,0.191747129,1.578224895,490.3663954,724.0688438,492.8442101,-60.1171687,41.64169602,382.0234614
4826,Redwood,Sequoia sempervirens,26.4,46.6,9,0.48,1,P15,0.170553924,4.502623582,1449.042935,1.449042935,386.4114495,0.386411449,681.0501797,0.68105018,103.0430532,0.103043053,1.200699622,402.7941062,758.1773304,51.38912812,258.9558063,67.42924539,614.0224482
4827,Redwood,Sequoia sempervirens,29.6,40.9,3,0.48,1,P15,0.13138219,3.888912829,1255.94644,1.25594644,334.9190506,0.334919051,590.2948266,0.590294827,89.31174682,0.089311747,1.037043421,80.066159,909.9597435,194.9328901,1013.380984,114.0053617,531.7673136
4828,Poplar,Populus tremula,33.2,51.9,7.3,0.42,1,P15,0.211555635,7.023647072,1963.106332,1.963106332,523.4950219,0.523495022,922.659976,0.922659976,139.5986725,0.139598672,1.872972552,227.4728884,872.0669978,333.6710262,822.1664414,62.96140468,317.7319866
4829,Walnut,Juglans regia,38.8,71.4,11.7,0.61,1,P15,0.400392842,15.53524227,6132.190765,6.132190765,1635.250871,1.635250871,2882.12966,2.88212966,436.0668988,0.436066899,4.142731273,498.5962359,458.0080291,368.4415015,1621.59858,25.7696923,347.1552975
4830,Pine,Pinus sylvestris,22.8,42.3,4.1,0.45,1,P15,0.140530508,3.204095582,976.1381478,0.976138148,260.3035061,0.260303506,458.7849294,0.458784929,69.41426829,0.069414268,0.854425489,335.3799531,187.0180925,60.43655474,698.5482062,153.5288629,193.8930043
4831,Yew,Taxus baccata,29.9,62.3,5.2,0.64,1,P15,0.304835804,9.114590532,3818.936751,3.818936751,1018.383134,1.018383134,1794.900273,1.794900273,271.5688357,0.271568836,2.430557475,194.9747945,436.4608657,334.0570632,784.9375172,115.713648,356.8620657
4832,Locust,Robinia pseudoacacia,25.8,41.8,5.3,0.69,1,P15,0.137227909,3.540480044,1633.084707,1.633084707,435.4892551,0.435489255,767.5498122,0.767549812,116.130468,0.116130468,0.944128012,379.6608976,982.570421,473.6857362,1106.657377,129.1303046,232.683292
4833,Pine,Pinus sylvestris,29.3,48.8,4.7,0.45,1,P15,0.18703786,5.480209305,1648.195666,1.648195666,439.5188441,0.439518844,774.6519628,0.774651963,117.2050251,0.117205025,1.461389148,64.6323254,124.2200541,183.5903562,958.0538516,198.1902158,741.7321617
4834,Larch,Larix decidua,21.2,71.3,5.7,0.59,1,P15,0.399272079,8.464568073,3281.717479,3.281717479,875.1246609,0.875124661,1542.407215,1.542407215,233.3665763,0.233366576,2.257218153,326.8831209,214.6243952,389.6140822,595.7504635,110.1835222,179.633453
4835,Walnut,Juglans regia,26.5,48.5,6.1,0.61,1,P15,0.184745283,4.895749999,1986.793955,1.986793955,529.8117213,0.529811721,933.7931588,0.933793159,141.2831257,0.141283126,1.305533333,290.401503,478.1937339,104.1060785,1508.289738,46.4302425,505.7397057
4836,Beech,Fagus sylvatica,21.6,44.7,4.9,0.67,1,P15,0.156929622,3.389679827,1520.866935,1.520866935,405.5645159,0.405564516,714.8074593,0.714807459,108.1505376,0.108150538,0.903914621,332.6839122,58.09744981,365.1028871,1164.325169,82.82916617,779.4928676
4837,Beech,Fagus sylvatica,26.5,46.3,4.4,0.67,1,P15,0.168365019,4.461673001,1988.685646,1.988685646,530.3161723,0.530316172,934.6822536,0.934682254,141.4176459,0.141417646,1.189779467,495.7324018,549.0058334,328.6566211,158.1364194,123.4923414,555.8044665
4838,Magnolia,Magnolia grandiflora,39.7,45.6,9.2,0.6,1,P15,0.163312553,6.483508334,2571.636564,2.571636564,685.7697505,0.685769751,1208.669185,1.208669185,182.8719335,0.182871933,1.728935556,267.0581495,424.0436618,341.7845749,442.1255654,57.2605182,272.6603292
4839,Hemlock,Tsuga canadensis,20.3,46.1,6.7,0.45,1,P15,0.166913603,3.388346143,1030.886416,1.030886416,274.9030443,0.274903044,484.5166156,0.484516616,73.30747848,0.073307478,0.903558971,32.55429777,963.7640471,244.6983207,1001.256107,181.6769865,165.4821536
4840,Redwood,Sequoia sempervirens,27.4,52.8,7.3,0.48,1,P15,0.218956442,5.999406499,1917.48722,1.91748722,511.3299253,0.511329925,901.2189933,0.901218993,136.3546467,0.136354647,1.599841733,370.198994,832.7571466,481.5528828,-362.2369026,59.18330554,676.8150055
4841,Cypress,Cupressus sempervirens,24.6,41.4,5.3,0.47,1,P15,0.134614104,3.311506949,1051.767881,1.051767881,280.4714348,0.280471435,494.3309039,0.494330904,74.79238262,0.074792383,0.88306852,70.14125378,311.8886954,292.3795848,334.5516328,47.09407831,334.8604434
4842,Birch,Betula pendula,30.8,53.1,8.4,0.67,1,P15,0.221451652,6.820710868,3009.359529,3.009359529,802.4958744,0.802495874,1414.398979,1.414398979,213.9988998,0.2139989,1.818856231,368.0932853,206.2489291,167.5647188,876.3078991,146.3554878,633.2962
4843,Beech,Fagus sylvatica,24.2,48.5,6.6,0.67,1,P15,0.184745283,4.470835848,1992.671652,1.992671652,531.3791073,0.531379107,936.5556766,0.936555677,141.7010953,0.141701095,1.192222893,359.0964927,88.9398151,200.0111537,1100.421022,74.54128262,888.7159363
4844,Cherry,Prunus avium,20.1,50.6,6.1,0.72,1,P15,0.201090204,4.041913104,1937.281547,1.937281547,516.6084124,0.516608412,910.5223269,0.910522327,137.7622433,0.137762243,1.077843494,307.9778968,788.586996,294.5376626,-175.0864598,152.577686,801.6041772
4845,Yew,Taxus baccata,22.4,58.6,7.9,0.64,1,P15,0.269702588,6.041337965,2556.377175,2.556377175,681.7005799,0.68170058,1201.497272,1.201497272,181.7868213,0.181786821,1.611023457,92.66752482,807.4330449,33.6854687,983.189557,82.74486985,390.6226898
4846,Larch,Larix decidua,24.8,46.5,6.5,0.59,1,P15,0.169822718,4.211603403,1660.426409,1.660426409,442.7803757,0.442780376,780.4004121,0.780400412,118.0747668,0.118074767,1.123094241,308.5474751,421.8006189,381.3618154,149.9447981,15.73311277,426.2351639
4847,Fir,Abies alba,24.5,40.7,12.1,0.42,1,P15,0.13010042,3.187460299,907.9475411,0.907947541,242.1193443,0.242119344,426.7353443,0.426735344,64.56515848,0.064565158,0.849989413,317.7352663,441.2811396,377.7133811,1476.448838,15.25221097,334.4495453
4848,Maple,Acer saccharum,23.3,49.5,4.3,0.71,1,P15,0.192442185,4.48390291,2114.715458,2.114715458,563.9241221,0.563924122,993.9162651,0.993916265,150.3797659,0.150379766,1.195707443,299.9370941,291.4749608,163.6888505,673.3273945,73.21510893,539.4522773
4849,Oak,Quercus robur,23.4,43.7,6,0.7,1,P15,0.149986702,3.509688824,1642.121144,1.642121144,437.8989717,0.437898972,771.7969376,0.771796938,116.7730591,0.116773059,0.93591702,28.40259644,436.1513662,384.0502371,1282.830127,121.0982659,116.9974805
4850,Ash,Fraxinus excelsior,29.2,50.3,8.1,0.67,1,P15,0.198712804,5.802413875,2570.031471,2.570031471,685.3417257,0.685341726,1207.914791,1.207914791,182.7577935,0.182757794,1.547310367,77.42476827,839.0680659,378.5065464,1344.222524,177.3645735,835.2190542
4851,Locust,Robinia pseudoacacia,22.6,56.2,3.1,0.69,1,P15,0.248063298,5.606230524,2557.566304,2.557566304,682.0176809,0.682017681,1202.056163,1.202056163,181.8713816,0.181871382,1.494994806,458.7146421,744.0210587,491.2528828,200.8584886,128.6744509,993.6273953
4852,Walnut,Juglans regia,24.8,48.2,7.5,0.61,1,P15,0.182466843,4.525177704,1839.880609,1.839880609,490.6348291,0.490634829,864.7438863,0.864743886,130.8359544,0.130835954,1.206714054,493.5907595,100.7562738,169.9411433,1056.957721,17.83569771,899.2528884
4853,Magnolia,Magnolia grandiflora,25.3,47.9,4.9,0.6,1,P15,0.18020254,4.559124262,1823.690919,1.823690919,486.3175783,0.486317578,857.1347317,0.857134732,129.6846875,0.129684688,1.21576647,176.494281,210.5280917,299.1215789,-91.07067092,97.24042926,249.7389519
4854,Poplar,Populus tremula,21.7,66.2,11.7,0.42,1,P15,0.344196033,7.46905391,2084.519045,2.084519045,555.8717452,0.555871745,979.7239509,0.979723951,148.2324654,0.148232465,1.991747709,405.4983055,155.9498076,192.3866338,1.586927646,43.61824352,605.7742814
4855,Larch,Larix decidua,23.8,46.3,5.9,0.59,1,P15,0.168365019,4.00708745,1581.684403,1.581684403,421.7825075,0.421782508,743.3916695,0.74339167,112.4753353,0.112475335,1.068556653,64.32956059,615.602047,494.2896045,-278.3363267,61.63908371,352.4749989
4856,Maple,Acer saccharum,44.4,71,13.5,0.71,1,P15,0.395919214,17.57881311,8023.156952,8.023156952,2139.50852,2.13950852,3770.883767,3.770883767,570.5356055,0.570535605,4.687683496,357.9047795,913.3057667,108.2673709,1186.864145,100.812888,327.5649605
4857,Cedar,Cedrus libani,33.4,48.1,5.8,0.56,1,P15,0.181710504,6.06913085,2254.085157,2.254085157,601.0893753,0.601089375,1059.420024,1.059420024,160.2905001,0.1602905,1.618434893,330.3091589,705.9337281,307.6656924,404.274525,182.2422858,856.4355655
4858,Pine,Pinus sylvestris,26.3,45.2,11.5,0.45,1,P15,0.160459986,4.220097642,1277.195892,1.277195892,340.5855712,0.340585571,600.2820692,0.600282069,90.82281898,0.090822819,1.125359371,25.55411896,754.5989796,458.8757042,398.9552754,20.83742404,803.9565858
4859,Birch,Betula pendula,34.1,59.9,7.2,0.67,1,P15,0.281801646,9.609436143,4205.033915,4.205033915,1121.342377,1.121342377,1976.36594,1.97636594,299.0246339,0.299024634,2.562516305,278.4722052,392.6388069,141.0823591,1262.951764,155.9340709,692.9036627
4860,Larch,Larix decidua,22.8,45.1,3.8,0.59,1,P15,0.159750772,3.642317598,1440.998896,1.440998896,384.2663722,0.384266372,677.269481,0.677269481,102.4710326,0.102471033,0.971284693,178.6777496,359.9549568,218.1194606,557.3488929,138.382604,57.88003993
4861,Cedar,Cedrus libani,35.4,67.5,10,0.56,1,P15,0.357847038,12.66778515,4622.476659,4.622476659,1232.660442,1.232660442,2172.56403,2.17256403,328.7094513,0.328709451,3.378076041,212.2372095,844.8811071,352.6385583,938.7012789,107.757022,758.2347495
4862,Hemlock,Tsuga canadensis,21.5,62.2,3.7,0.45,1,P15,0.303857983,6.532946636,1956.542317,1.956542317,521.7446179,0.521744618,919.574889,0.919574889,139.1318981,0.139131898,1.742119103,19.15049419,70.78524852,458.8033284,217.111914,140.670043,648.0558566
4863,Hemlock,Tsuga canadensis,31,76.7,9.8,0.45,1,P15,0.4620411,14.3232741,4209.592348,4.209592348,1122.557959,1.122557959,1978.508403,1.978508403,299.3487892,0.299348789,3.819539761,473.6112779,828.9344858,430.4146854,951.7927837,11.74064391,818.9808455
4864,Birch,Betula pendula,34,40.3,3.3,0.67,1,P15,0.12755573,4.336894831,1934.385129,1.934385129,515.8360344,0.515836034,909.1610106,0.909161011,137.5562758,0.137556276,1.156505288,136.2351565,296.8771927,390.4523499,-215.6023253,71.67256965,113.1526992
4865,Cherry,Prunus avium,25.2,47.1,8.9,0.72,1,P15,0.174233514,4.390684552,2100.27092,2.10027092,560.0722454,0.560072245,987.1273324,0.987127332,149.3525988,0.149352599,1.170849214,140.0922822,333.3127171,307.7415566,442.6373412,110.4434972,953.780064
4866,Maple,Acer saccharum,22.2,47.5,6.1,0.71,1,P15,0.177205461,3.933961226,1861.18542,1.86118542,496.3161119,0.496316112,874.7571472,0.874757147,132.3509632,0.132350963,1.049056327,480.638198,265.1892241,422.1554763,1009.064955,58.75763342,164.5914781
4867,Birch,Betula pendula,20.8,42.6,4.2,0.67,1,P15,0.142530917,2.964643076,1334.44729,1.33444729,355.8526107,0.355852611,627.1902263,0.627190226,94.89402951,0.09489403,0.790571487,218.9431576,884.9082469,112.163643,1203.966914,159.1179406,763.187396
4868,Birch,Betula pendula,23.1,52.5,6.5,0.67,1,P15,0.216475369,5.000581019,2222.799673,2.222799673,592.7465795,0.59274658,1044.715846,1.044715846,158.0657545,0.158065755,1.333488272,160.5402485,926.655907,147.3175314,558.4689173,67.77320632,500.3339841
4869,Yew,Taxus baccata,25.1,56,5,0.64,1,P15,0.246300864,6.182151687,2614.515975,2.614515975,697.2042599,0.69720426,1228.822508,1.228822508,185.921136,0.185921136,1.648573783,332.59307,230.012556,432.5173957,1300.544295,133.8902237,453.6765064
4870,Locust,Robinia pseudoacacia,37.2,80.3,10.8,0.69,1,P15,0.506431804,18.83926312,8348.076698,8.348076698,2226.153786,2.226153786,3923.596048,3.923596048,593.6410096,0.59364101,5.023803499,69.82486003,834.57866,198.2019379,601.4172256,127.2201784,323.6486549
4871,Birch,Betula pendula,31.6,68.7,10.9,0.67,1,P15,0.370683586,11.71360131,5101.503806,5.101503806,1360.401015,1.360401015,2397.706789,2.397706789,362.773604,0.362773604,3.123627016,385.5105487,326.2210922,296.9728415,710.6258185,68.31447779,411.1112613
4872,Spruce,Picea abies,27.1,70,4.2,0.43,1,P15,0.3848451,10.42930221,2954.538672,2.954538672,787.8769793,0.787876979,1388.633176,1.388633176,210.1005278,0.210100528,2.781147256,471.8013513,245.0315287,146.0057462,506.1619143,42.34383834,871.7082397
4873,Fir,Abies alba,25.2,44.9,4.3,0.42,1,P15,0.158337055,3.99009379,1130.467697,1.130467697,301.4580526,0.301458053,531.3198178,0.531319818,80.38881404,0.080388814,1.064025011,495.6019111,479.779523,399.7584672,-18.61972193,158.0289259,806.5299578
4874,Walnut,Juglans regia,31.9,59.3,8.1,0.61,1,P15,0.276184479,8.810284872,3525.327358,3.525327358,940.0872955,0.940087295,1656.903858,1.656903858,250.6899455,0.250689945,2.349409299,368.648056,109.3639496,22.09863666,1950.568512,54.00179334,538.4425145
4875,Poplar,Populus tremula,32.5,55.7,8,0.42,1,P15,0.243668995,7.919242331,2207.058644,2.207058644,588.5489717,0.588548972,1037.317563,1.037317563,156.9463924,0.156946392,2.111797955,486.4346271,429.4821239,415.0395994,-143.7891906,144.1884358,365.5191512
4876,Walnut,Juglans regia,28.4,52.3,8.1,0.61,1,P15,0.214829174,6.101148548,2462.923824,2.462923824,656.7796865,0.656779686,1157.574197,1.157574197,175.1412497,0.17514125,1.626972946,451.6872097,531.0470493,269.055407,797.2052415,148.3999701,609.6507111
4877,Spruce,Picea abies,33.2,58.7,11.1,0.43,1,P15,0.27062386,8.984712144,2554.421849,2.554421849,681.1791597,0.68117916,1200.578269,1.200578269,181.6477759,0.181647776,2.395923238,398.716071,99.77146977,497.9942437,518.9579899,106.373839,756.838184
4878,Yew,Taxus baccata,24.1,57.1,6.5,0.64,1,P15,0.256072003,6.171335262,2610.051254,2.610051254,696.0136676,0.696013668,1226.724089,1.226724089,185.6036447,0.185603645,1.645689403,385.3189591,877.9293237,363.0009724,556.349026,161.679214,430.2775876
4879,Oak,Quercus robur,22.6,51.1,3.4,0.7,1,P15,0.205083954,4.634897356,2154.161129,2.154161129,574.4429677,0.574442968,1012.455731,1.012455731,153.1847914,0.153184791,1.235972628,452.7119744,366.1467242,342.189954,618.4302534,108.2279179,622.5764171
4880,Oak,Quercus robur,26,42.6,4.4,0.7,1,P15,0.142530917,3.705803845,1731.618737,1.731618737,461.7649964,0.461764996,813.8608062,0.813860806,123.1373324,0.123137332,0.988214359,155.6531401,368.0324861,163.691231,1507.741534,177.7403673,728.9630625
4881,Cedar,Cedrus libani,39.8,77.2,10.2,0.56,1,P15,0.468084739,18.62977261,6735.369519,6.735369519,1796.098538,1.796098538,3165.623674,3.165623674,478.9596102,0.47895961,4.967939363,411.7929919,381.1030491,465.9930734,402.0678499,26.64552602,715.8022192
4882,Birch,Betula pendula,23.1,46.8,5,0.67,1,P15,0.172021047,3.973686194,1776.107586,1.776107586,473.6286896,0.47362869,834.7705655,0.834770565,126.3009839,0.126300984,1.059649652,305.2716673,930.9102402,84.75003202,819.8581655,187.575853,284.1121722
4883,Spruce,Picea abies,39.5,83.9,11.2,0.43,1,P15,0.552858261,21.83790129,6077.743811,6.077743811,1620.731683,1.620731683,2856.539591,2.856539591,432.1951154,0.432195115,5.823440345,425.9083625,424.6337543,241.2957198,159.8245517,93.87877361,317.7886677
4884,Ash,Fraxinus excelsior,40.5,80.1,9.8,0.67,1,P15,0.503912247,20.408446,8770.631122,8.770631122,2338.834966,2.338834966,4122.196628,4.122196628,623.6893243,0.623689324,5.442252268,307.0259292,336.8286914,347.4399516,-239.1730604,167.0646754,79.47301314
4885,Yew,Taxus baccata,21.1,55.4,3.1,0.64,1,P15,0.241051263,5.086181643,2161.112901,2.161112901,576.2967736,0.576296774,1015.723064,1.015723064,153.6791396,0.15367914,1.356315105,372.0453509,744.3058328,441.8439199,1473.982974,81.02025029,357.9112263
4886,Larch,Larix decidua,21.1,40.9,7.4,0.59,1,P15,0.13138219,2.772164213,1103.952027,1.103952027,294.3872072,0.294387207,518.8574526,0.518857453,78.50325524,0.078503255,0.73924379,122.2227713,735.8381248,260.6436031,271.8162263,98.42199495,227.8520717
4887,Spruce,Picea abies,30.3,59.2,6.5,0.43,1,P15,0.275253782,8.340189593,2375.419153,2.375419153,633.4451074,0.633445107,1116.447002,1.116447002,168.9186953,0.168918695,2.224050558,122.0129544,758.3180657,355.8328303,411.5964253,161.6849426,367.2370744
4888,Walnut,Juglans regia,28.3,49.4,6.3,0.61,1,P15,0.191665426,5.424131562,2195.813994,2.195813994,585.5503984,0.585550398,1032.032577,1.032032577,156.1467729,0.156146773,1.446435083,225.7368585,398.523134,108.7853852,1775.938509,123.8831727,334.1296076
4889,Spruce,Picea abies,28.2,53.6,4.7,0.43,1,P15,0.225641751,6.363097371,1824.118618,1.824118618,486.4316315,0.486431632,857.3357505,0.857335751,129.7151017,0.129715102,1.696825966,331.9509024,66.96900156,487.4184864,530.2306959,166.5361356,663.228939
4890,Poplar,Populus tremula,33.4,43,8,0.42,1,P15,0.14522012,4.850352022,1367.770865,1.367770865,364.7388973,0.364738897,642.8523065,0.642852307,97.26370596,0.097263706,1.293427206,367.603825,439.7353266,131.4982164,916.8759454,94.69278121,346.0401075
4891,Magnolia,Magnolia grandiflora,26.3,50.4,8.4,0.6,1,P15,0.1995037,5.246947307,2091.760233,2.091760233,557.8027288,0.557802729,983.1273095,0.98312731,148.7473944,0.148747394,1.399185948,483.359366,317.3463695,114.4739163,774.1992559,129.8743088,817.1228581
4892,Yew,Taxus baccata,35.1,71.1,7.6,0.64,1,P15,0.397035265,13.9359378,5779.841449,5.779841449,1541.291053,1.541291053,2716.525481,2.716525481,411.0109475,0.411010947,3.71625008,324.1155426,503.7318242,459.3065131,216.976895,170.84981,954.8277444
4893,Maple,Acer saccharum,25.8,59.8,6.2,0.71,1,P15,0.280861525,7.24622734,3378.350901,3.378350901,900.8935737,0.900893574,1587.824924,1.587824924,240.2382863,0.240238286,1.932327291,466.2309377,849.276841,172.6510051,1559.9679,71.11830583,84.99156358
4894,Hemlock,Tsuga canadensis,20.2,43.3,5.3,0.45,1,P15,0.147253516,2.974521028,907.8159062,0.907815906,242.0842417,0.242084242,426.6734759,0.426673476,64.55579778,0.064555798,0.793205608,22.62829151,464.7404068,241.6147461,390.4228304,101.0162312,170.7709467
4895,Oak,Quercus robur,23.9,54.1,3.5,0.7,1,P15,0.22987112,5.493919765,2543.010563,2.543010563,678.1361501,0.67813615,1195.214965,1.195214965,180.8363067,0.180836307,1.465045271,157.2166295,921.8638519,380.3207833,1325.257768,84.5426911,664.3814829
4896,Poplar,Populus tremula,34.1,74.5,9.8,0.42,1,P15,0.435915616,14.86472249,4080.59685,4.08059685,1088.15916,1.08815916,1917.880519,1.917880519,290.175776,0.290175776,3.963925998,235.3229175,539.1874795,148.7303792,1444.532854,159.2176658,348.7350841
4897,Larch,Larix decidua,42.3,87.5,14.4,0.59,1,P15,0.601320469,25.43585583,9604.49524,9.60449524,2561.198731,2.561198731,4514.112763,4.514112763,682.9863282,0.682986328,6.782894889,432.5353042,706.9605986,370.7844441,-171.7516959,196.1568167,626.1887221
4898,Locust,Robinia pseudoacacia,28,71.5,4.9,0.69,1,P15,0.401515176,11.24242493,5043.864476,5.043864476,1345.030527,1.345030527,2370.616304,2.370616304,358.6748072,0.358674807,2.997979981,56.57078094,361.4179198,119.9950713,44.1219888,185.9117464,685.6007516
4899,Birch,Betula pendula,23.3,48.3,9.1,0.67,1,P15,0.183224752,4.269136725,1904.882754,1.904882754,507.9687343,0.507968734,895.2948942,0.895294894,135.4583291,0.135458329,1.13843646,52.30636198,707.5937606,46.79268017,843.3728062,25.36620567,59.28731783
4900,Larch,Larix decidua,30.4,46.1,11.8,0.59,1,P15,0.166913603,5.074173534,1991.569431,1.991569431,531.0851816,0.531085182,936.0376325,0.936037633,141.6227151,0.141622715,1.353112942,431.0766521,441.2027573,157.5078247,1734.478059,194.8378031,184.721323
4901,Larch,Larix decidua,28.4,60.9,5.1,0.59,1,P15,0.291289256,8.272614877,3209.063292,3.209063292,855.7502111,0.855750211,1508.259747,1.508259747,228.2000563,0.228200056,2.206030634,366.4318927,162.0642866,226.5997717,68.11246124,169.1730422,448.4891535
4902,Locust,Robinia pseudoacacia,33.8,61,4.3,0.69,1,P15,0.292246657,9.877936993,4445.476453,4.445476453,1185.460387,1.185460387,2089.373933,2.089373933,316.12277,0.31612277,2.634116531,461.2205759,947.9972222,283.4057393,1415.936194,88.16840373,601.2660965
4903,Cypress,Cupressus sempervirens,20.8,56,3.4,0.47,1,P15,0.246300864,5.123057972,1610.183668,1.610183668,429.3823114,0.429382311,756.7863238,0.756786324,114.5019497,0.11450195,1.366148793,355.6731871,636.4506228,41.96974035,148.4446671,38.47380367,442.745057
4904,Ash,Fraxinus excelsior,27.3,45.1,5.5,0.67,1,P15,0.159750772,4.361196071,1944.963363,1.944963363,518.6568967,0.518656897,914.1327804,0.91413278,138.3085058,0.138308506,1.162985619,104.9518813,475.5712692,461.1731552,1344.321966,30.92389216,401.3450538
4905,Birch,Betula pendula,24.4,41.6,3.7,0.67,1,P15,0.135917865,3.316395895,1488.766965,1.488766965,397.0045241,0.397004524,699.7204737,0.699720474,105.8678731,0.105867873,0.884372239,164.1682589,79.49121789,77.56755672,940.1551373,129.6746251,173.0306293
