,S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
3882,3882,Spruce,Picea abies,21.1,50.2,10,0.43,1,P12
3884,3884,Ash,Fraxinus excelsior,37.1,69.9,11.6,0.67,1,P12
3885,3885,Beech,Fagus sylvatica,21.3,69.3,5.7,0.67,1,P12
3887,3887,Birch,Betula pendula,26.2,47.6,11,0.67,1,P12
3888,3888,Beech,Fagus sylvatica,30.8,81.3,14.7,0.67,1,P12
3889,3889,Magnolia,Magnolia grandiflora,21.4,49.3,6.7,0.6,1,P12
3890,3890,Birch,Betula pendula,21,40.2,5.6,0.67,1,P12
3891,3891,Beech,Fagus sylvatica,29.2,51,8.6,0.67,1,P12
3893,3893,Beech,Fagus sylvatica,28.8,53.2,3.2,0.67,1,P12
3894,3894,Ash,Fraxinus excelsior,21.5,72.7,4,0.67,1,P12
3896,3896,Pine,Pinus sylvestris,25.5,46.3,6.7,0.45,1,P12
3897,3897,Cedar,Cedrus libani,28.4,45.8,4.8,0.56,1,P12
3898,3898,Beech,Fagus sylvatica,33.8,85.1,7.9,0.67,1,P12
3899,3899,Spruce,Picea abies,31.1,55.4,5.3,0.43,1,P12
3900,3900,Ash,Fraxinus excelsior,27.4,42.7,4.5,0.67,1,P12
3902,3902,Poplar,Populus tremula,20,49.2,3.1,0.42,1,P12
3903,3903,Hemlock,Tsuga canadensis,26,69,6,0.45,1,P12
3905,3905,Spruce,Picea abies,23.9,51.6,6.9,0.43,1,P12
3906,3906,Spruce,Picea abies,30.1,68.4,3.4,0.43,1,P12
3907,3907,Walnut,Juglans regia,25.9,41.9,6,0.61,1,P12
3908,3908,Larch,Larix decidua,20.1,44.3,9.5,0.59,1,P12
3909,3909,Fir,Abies alba,31.1,54.1,6.7,0.42,1,P12
3911,3911,Walnut,Juglans regia,25.7,40.3,9.2,0.61,1,P12
3912,3912,Yew,Taxus baccata,29.9,69.5,4.1,0.64,1,P12
3914,3914,Pine,Pinus sylvestris,25.1,61.4,8,0.45,1,P12
3915,3915,Willow,Salix alba,23.7,53.8,5.8,0.47,1,P12
3916,3916,Cypress,Cupressus sempervirens,28.9,50.7,9.7,0.47,1,P12
3917,3917,Walnut,Juglans regia,22.6,43.9,12.6,0.61,1,P12
3918,3918,Redwood,Sequoia sempervirens,35.4,81.4,8.7,0.48,1,P12
3920,3920,Cherry,Prunus avium,27.6,62.6,8.3,0.72,1,P12
3921,3921,Maple,Acer saccharum,36.9,62.5,7.6,0.71,1,P12
3923,3923,Magnolia,Magnolia grandiflora,29.8,62.6,5.7,0.6,1,P12
3924,3924,Oak,Quercus robur,25.4,44.4,4,0.7,1,P12
3925,3925,Walnut,Juglans regia,24.1,49.5,6.4,0.61,1,P12
3926,3926,Walnut,Juglans regia,36.2,80.9,7,0.61,1,P12
3927,3927,Poplar,Populus tremula,28.2,42.9,10.6,0.42,1,P12
3929,3929,Oak,Quercus robur,22.9,53.3,5,0.7,1,P12
3930,3930,Oak,Quercus robur,29.6,49.3,11.9,0.7,1,P12
3932,3932,Larch,Larix decidua,27.7,48.5,8.7,0.59,1,P12
3933,3933,Pine,Pinus sylvestris,26.3,53.3,4,0.45,1,P12
3934,3934,Locust,Robinia pseudoacacia,20.7,41.1,3.9,0.69,1,P12
3935,3935,Maple,Acer saccharum,30.4,53.4,12,0.71,1,P12
3936,3936,Hemlock,Tsuga canadensis,22.1,50.4,3.7,0.45,1,P12
3938,3938,Ash,Fraxinus excelsior,24.5,41.2,8.9,0.67,1,P12
3939,3939,Yew,Taxus baccata,35,66.2,13.8,0.64,1,P12
3941,3941,Cedar,Cedrus libani,22.5,49,7.4,0.56,1,P12
3942,3942,Pine,Pinus sylvestris,34.8,56.3,7.1,0.45,1,P12
3943,3943,Beech,Fagus sylvatica,24,54.2,6.1,0.67,1,P12
3944,3944,Magnolia,Magnolia grandiflora,34.1,86.8,7.1,0.6,1,P12
3945,3945,Poplar,Populus tremula,21.6,47.1,6.2,0.42,1,P12
3947,3947,Oak,Quercus robur,32.6,71.6,12.7,0.7,1,P12
3948,3948,Walnut,Juglans regia,40,68.3,15.7,0.61,1,P12
3950,3950,Locust,Robinia pseudoacacia,21.4,43.4,3.8,0.69,1,P12
3951,3951,Birch,Betula pendula,30.5,45.1,6.6,0.67,1,P12
3952,3952,Pine,Pinus sylvestris,26.4,43.6,8.2,0.45,1,P12
3953,3953,Magnolia,Magnolia grandiflora,21.1,70.5,4.2,0.6,1,P12
3954,3954,Yew,Taxus baccata,34.6,50.5,6.6,0.64,1,P12
3956,3956,Walnut,Juglans regia,20.9,67.7,6.7,0.61,1,P12
3957,3957,Redwood,Sequoia sempervirens,29.5,45.9,10.2,0.48,1,P12
3959,3959,Cherry,Prunus avium,23.9,41.6,8.4,0.72,1,P12
3960,3960,Hemlock,Tsuga canadensis,33.6,74.5,7.3,0.45,1,P12
3961,3961,Redwood,Sequoia sempervirens,39,81,13.2,0.48,1,P12
3962,3962,Willow,Salix alba,22.9,50.4,6.9,0.47,1,P12
3963,3963,Cedar,Cedrus libani,28.1,50.6,6.9,0.56,1,P12
3965,3965,Cedar,Cedrus libani,24.2,54.5,7.2,0.56,1,P12
3966,3966,Birch,Betula pendula,26.4,59.7,3.9,0.67,1,P12
3968,3968,Beech,Fagus sylvatica,28.3,69.7,10.8,0.67,1,P12
3969,3969,Maple,Acer saccharum,41.3,87,16.5,0.71,1,P12
3970,3970,Locust,Robinia pseudoacacia,32.9,51,8.2,0.69,1,P12
3971,3971,Spruce,Picea abies,26.9,41.1,4.8,0.43,1,P12
3972,3972,Ash,Fraxinus excelsior,37.5,65.8,9.3,0.67,1,P12
3974,3974,Magnolia,Magnolia grandiflora,22.3,45.6,9.9,0.6,1,P12
3975,3975,Maple,Acer saccharum,23.7,49.1,3.5,0.71,1,P12
3977,3977,Redwood,Sequoia sempervirens,38.6,68.5,5.7,0.48,1,P12
3978,3978,Magnolia,Magnolia grandiflora,20.8,71.7,4.5,0.6,1,P12
3979,3979,Locust,Robinia pseudoacacia,31.8,80.7,12.3,0.69,1,P12
3980,3980,Cypress,Cupressus sempervirens,25.3,44.5,7.7,0.47,1,P12
3981,3981,Poplar,Populus tremula,29,48.9,7.5,0.42,1,P12
3983,3983,Walnut,Juglans regia,32.8,47.4,12.7,0.61,1,P12
3984,3984,Locust,Robinia pseudoacacia,21.1,45.9,5.8,0.69,1,P12
3986,3986,Larch,Larix decidua,27.6,47.6,7.9,0.59,1,P12
3987,3987,Cedar,Cedrus libani,34.2,102.9,8.1,0.56,1,P12
3988,3988,Willow,Salix alba,35.8,64.6,9.3,0.47,1,P12
3989,3989,Walnut,Juglans regia,28.3,56.2,9.8,0.61,1,P12
3990,3990,Magnolia,Magnolia grandiflora,22.3,46.8,6.5,0.6,1,P12
3992,3992,Oak,Quercus robur,20.5,56.5,7.8,0.7,1,P12
3993,3993,Magnolia,Magnolia grandiflora,40.7,72.7,16.3,0.6,1,P12
3995,3995,Ash,Fraxinus excelsior,20.6,46.6,5.8,0.67,1,P12
3996,3996,Beech,Fagus sylvatica,30.8,61.2,12,0.67,1,P12
3997,3997,Pine,Pinus sylvestris,35.2,70.3,5.2,0.45,1,P12
3998,3998,Poplar,Populus tremula,30.3,62.7,8.9,0.42,1,P12
3999,3999,Oak,Quercus robur,25.4,54,6.1,0.7,1,P12
4001,4001,Willow,Salix alba,21.1,48.3,8.4,0.47,1,P12
4002,4002,Cypress,Cupressus sempervirens,27.1,55.6,4.5,0.47,1,P12
4004,4004,Larch,Larix decidua,31.2,56.5,11,0.59,1,P12
4005,4005,Poplar,Populus tremula,37.4,99.7,7.3,0.42,1,P12
4006,4006,Willow,Salix alba,42.5,83.8,11.2,0.47,1,P12
4007,4007,Hemlock,Tsuga canadensis,28.3,52.6,5,0.45,1,P12
4008,4008,Locust,Robinia pseudoacacia,21.8,58.1,3.2,0.69,1,P12
4010,4010,Hemlock,Tsuga canadensis,28.6,60.2,9.3,0.45,1,P12
4011,4011,Walnut,Juglans regia,38.8,78.2,9.4,0.61,1,P12
4013,4013,Locust,Robinia pseudoacacia,40.2,84.3,9.7,0.69,1,P12
4014,4014,Magnolia,Magnolia grandiflora,23.5,72.7,7.6,0.6,1,P12
4015,4015,Oak,Quercus robur,23.3,44.4,5,0.7,1,P12
4016,4016,Cypress,Cupressus sempervirens,23.8,58.8,6.1,0.47,1,P12
4017,4017,Cherry,Prunus avium,28.6,46.5,7.8,0.72,1,P12
4019,4019,Redwood,Sequoia sempervirens,23.1,51.8,4.3,0.48,1,P12
4020,4020,Cedar,Cedrus libani,26.3,64.5,6.8,0.56,1,P12
4022,4022,Oak,Quercus robur,38.1,76,10.1,0.7,1,P12
4023,4023,Cedar,Cedrus libani,23.3,44.8,7.2,0.56,1,P12
4024,4024,Larch,Larix decidua,37.4,84.5,10.7,0.59,1,P12
4025,4025,Oak,Quercus robur,20.5,67.6,3.2,0.7,1,P12
4026,4026,Fir,Abies alba,25.8,78.6,11.1,0.42,1,P12
4028,4028,Oak,Quercus robur,34.8,58.4,10.3,0.7,1,P12
4029,4029,Yew,Taxus baccata,35.8,75.1,6.7,0.64,1,P12
4031,4031,Cherry,Prunus avium,26.7,59.2,8,0.72,1,P12
4032,4032,Birch,Betula pendula,28,47.7,3.4,0.67,1,P12
4033,4033,Magnolia,Magnolia grandiflora,27.4,57.8,8.4,0.6,1,P12
4034,4034,Larch,Larix decidua,31.1,75.8,10.8,0.59,1,P12
4035,4035,Pine,Pinus sylvestris,23.2,41.5,7,0.45,1,P12
4037,4037,Redwood,Sequoia sempervirens,31.7,67.3,5.3,0.48,1,P12
4038,4038,Beech,Fagus sylvatica,26.1,49.6,3.9,0.67,1,P12
4040,4040,Fir,Abies alba,33.6,71.5,7.3,0.42,1,P12
4041,4041,Oak,Quercus robur,33.7,68.7,14.7,0.7,1,P12
4042,4042,Willow,Salix alba,21.2,42.6,3.7,0.47,1,P12
4043,4043,Maple,Acer saccharum,25,42.5,4.4,0.71,1,P12
4044,4044,Fir,Abies alba,33.3,51.8,11.4,0.42,1,P12
4046,4046,Yew,Taxus baccata,27.9,60.3,8.4,0.64,1,P12
4047,4047,Birch,Betula pendula,25.6,69.3,6.7,0.67,1,P12
4049,4049,Walnut,Juglans regia,20,44,5.4,0.61,1,P12
4050,4050,Cherry,Prunus avium,24.8,52.6,3.1,0.72,1,P12
4051,4051,Redwood,Sequoia sempervirens,22.7,43.1,8.1,0.48,1,P12
4052,4052,Poplar,Populus tremula,44.8,85.8,17.1,0.42,1,P12
4053,4053,Hemlock,Tsuga canadensis,30.7,67.4,7.2,0.45,1,P12
4055,4055,Maple,Acer saccharum,22,42.7,7.8,0.71,1,P12
4056,4056,Oak,Quercus robur,21.6,51.7,7.9,0.7,1,P12
4058,4058,Beech,Fagus sylvatica,28.4,49.9,8.4,0.67,1,P12
4059,4059,Spruce,Picea abies,22.9,40.3,6.5,0.43,1,P12
4060,4060,Redwood,Sequoia sempervirens,27.1,47.2,5.8,0.48,1,P12
4061,4061,Poplar,Populus tremula,34.6,53,12.4,0.42,1,P12
4062,4062,Maple,Acer saccharum,36.5,65.8,9.9,0.71,1,P12
4064,4064,Locust,Robinia pseudoacacia,22.6,44.3,3.3,0.69,1,P12
4065,4065,Locust,Robinia pseudoacacia,24,54.8,4.8,0.69,1,P12
4067,4067,Birch,Betula pendula,23.6,43.1,3.5,0.67,1,P12
4068,4068,Spruce,Picea abies,29.9,48.2,11.9,0.43,1,P12
4069,4069,Larch,Larix decidua,25.7,59.8,4.3,0.59,1,P12
4070,4070,Fir,Abies alba,28.7,62.7,6,0.42,1,P12
4071,4071,Redwood,Sequoia sempervirens,29.1,53,3.6,0.48,1,P12
4073,4073,Cherry,Prunus avium,23,51.8,6.2,0.72,1,P12
4074,4074,Locust,Robinia pseudoacacia,26,73.8,6.9,0.69,1,P12
4076,4076,Cedar,Cedrus libani,30.2,51.9,9.5,0.56,1,P12
4077,4077,Pine,Pinus sylvestris,35.9,71.1,5.9,0.45,1,P12
4078,4078,Fir,Abies alba,20.3,44.7,6.7,0.42,1,P12
4079,4079,Cedar,Cedrus libani,22.5,43.4,3.5,0.56,1,P12
4080,4080,Magnolia,Magnolia grandiflora,26.6,54.4,6,0.6,1,P12
4082,4082,Yew,Taxus baccata,21.2,45.3,6.6,0.64,1,P12
4083,4083,Locust,Robinia pseudoacacia,33.8,71.4,11.5,0.69,1,P12
4085,4085,Oak,Quercus robur,31.1,89.9,9.3,0.7,1,P12
4086,4086,Walnut,Juglans regia,25.4,43.8,6.5,0.61,1,P12
4087,4087,Hemlock,Tsuga canadensis,23.2,68.8,8,0.45,1,P12
4088,4088,Ash,Fraxinus excelsior,48.3,96.1,15.8,0.67,1,P12
4089,4089,Oak,Quercus robur,23.4,42.9,8.9,0.7,1,P12
4091,4091,Cherry,Prunus avium,21.1,49.4,4.6,0.72,1,P12
4092,4092,Cedar,Cedrus libani,20,48.4,3.6,0.56,1,P12
4094,4094,Spruce,Picea abies,25.6,40.5,4,0.43,1,P12
4095,4095,Pine,Pinus sylvestris,33.5,48.2,5.6,0.45,1,P12
4096,4096,Birch,Betula pendula,29.4,57.6,4.5,0.67,1,P12
4097,4097,Locust,Robinia pseudoacacia,32.1,68.8,13,0.69,1,P12
4098,4098,Hemlock,Tsuga canadensis,21.5,58.9,5.3,0.45,1,P12
4100,4100,Walnut,Juglans regia,27.1,48.4,4.3,0.61,1,P12
4101,4101,Pine,Pinus sylvestris,35.4,53,6.6,0.45,1,P12
4103,4103,Redwood,Sequoia sempervirens,31.5,58.6,5.2,0.48,1,P12
4104,4104,Maple,Acer saccharum,23.3,49,6.6,0.71,1,P12
4105,4105,Walnut,Juglans regia,36.5,63.5,4.9,0.61,1,P12
4106,4106,Magnolia,Magnolia grandiflora,21.7,56.3,5.8,0.6,1,P12
4107,4107,Willow,Salix alba,26.9,47.5,4.3,0.47,1,P12
4109,4109,Pine,Pinus sylvestris,20,53.8,9.1,0.45,1,P12
4110,4110,Willow,Salix alba,32.3,56.6,10.1,0.47,1,P12
4112,4112,Beech,Fagus sylvatica,20.6,46.9,5.2,0.67,1,P12
4113,4113,Birch,Betula pendula,24.2,48.6,6.5,0.67,1,P12
4114,4114,Cypress,Cupressus sempervirens,29.8,54.3,6.5,0.47,1,P12
4115,4115,Hemlock,Tsuga canadensis,21.5,54.9,6.7,0.45,1,P12
4116,4116,Ash,Fraxinus excelsior,29.6,58.6,9.6,0.67,1,P12
4118,4118,Maple,Acer saccharum,25.9,57,4,0.71,1,P12
4119,4119,Birch,Betula pendula,26.8,43.3,8.3,0.67,1,P12
4121,4121,Fir,Abies alba,21,44.1,5.2,0.42,1,P12
4122,4122,Maple,Acer saccharum,23.2,41.7,5.6,0.71,1,P12
4123,4123,Fir,Abies alba,29,56,7.4,0.42,1,P12
4124,4124,Birch,Betula pendula,28.6,40.7,4,0.67,1,P12
4125,4125,Cypress,Cupressus sempervirens,40.4,64.6,10,0.47,1,P12
4127,4127,Ash,Fraxinus excelsior,21.7,69,3.7,0.67,1,P12
4128,4128,Maple,Acer saccharum,30.1,52.6,7.7,0.71,1,P12
4130,4130,Cherry,Prunus avium,42,85.1,15.2,0.72,1,P12
4131,4131,Fir,Abies alba,28.4,53.1,6.4,0.42,1,P12
4132,4132,Walnut,Juglans regia,24.3,53.2,4.1,0.61,1,P12
4133,4133,Hemlock,Tsuga canadensis,21.6,46.8,7.5,0.45,1,P12
4134,4134,Hemlock,Tsuga canadensis,40.3,71.6,4.7,0.45,1,P12
4136,4136,Walnut,Juglans regia,25.3,51.5,6.6,0.61,1,P12
4137,4137,Beech,Fagus sylvatica,20.1,65.8,4.5,0.67,1,P12
4139,4139,Fir,Abies alba,24.6,41.2,4.9,0.42,1,P12
4140,4140,Yew,Taxus baccata,28.6,45.1,6.4,0.64,1,P12
4141,4141,Fir,Abies alba,22.3,40.6,4.7,0.42,1,P12
4142,4142,Redwood,Sequoia sempervirens,26,43.9,5.6,0.48,1,P12
4143,4143,Ash,Fraxinus excelsior,28.8,44.1,7.8,0.67,1,P12
4145,4145,Willow,Salix alba,20.2,47.3,3.9,0.47,1,P12
4146,4146,Spruce,Picea abies,27.4,48.8,3.9,0.43,1,P12
4148,4148,Cherry,Prunus avium,32.5,40.5,7.2,0.72,1,P12
4149,4149,Hemlock,Tsuga canadensis,24.9,57.9,7.2,0.45,1,P12
4150,4150,Hemlock,Tsuga canadensis,27.2,55.1,14.7,0.45,1,P12
4151,4151,Birch,Betula pendula,29,68.9,3.4,0.67,1,P12
4152,4152,Oak,Quercus robur,21.8,53.5,5,0.7,1,P12
4154,4154,Spruce,Picea abies,23.1,57.5,5.8,0.43,1,P12
4155,4155,Larch,Larix decidua,21.1,40.5,8.9,0.59,1,P12
4157,4157,Cypress,Cupressus sempervirens,31.9,53.4,4.2,0.47,1,P12
4158,4158,Redwood,Sequoia sempervirens,23.5,44.2,6.9,0.48,1,P12
4159,4159,Redwood,Sequoia sempervirens,25.1,42.3,4.2,0.48,1,P12
4160,4160,Pine,Pinus sylvestris,20.3,67.1,6.2,0.45,1,P12
4161,4161,Fir,Abies alba,23.8,42.8,3.2,0.42,1,P12
4163,4163,Cypress,Cupressus sempervirens,38.5,59.9,7.9,0.47,1,P12
4164,4164,Locust,Robinia pseudoacacia,20.8,43.1,5.7,0.69,1,P12
4166,4166,Birch,Betula pendula,21.8,41.7,3,0.67,1,P12
4167,4167,Willow,Salix alba,38.6,74.1,7.8,0.47,1,P12
4168,4168,Magnolia,Magnolia grandiflora,31.2,53.2,6.9,0.6,1,P12
4169,4169,Hemlock,Tsuga canadensis,21.4,46.6,4.4,0.45,1,P12
4170,4170,Walnut,Juglans regia,27.2,60.3,8.8,0.61,1,P12
4172,4172,Redwood,Sequoia sempervirens,30.2,50.8,8.9,0.48,1,P12
4173,4173,Pine,Pinus sylvestris,25.8,42.1,5.2,0.45,1,P12
4175,4175,Maple,Acer saccharum,23.3,42.2,8,0.71,1,P12
4176,4176,Birch,Betula pendula,28.4,60.1,4.6,0.67,1,P12
4177,4177,Pine,Pinus sylvestris,28.2,60.2,7.6,0.45,1,P12
4178,4178,Maple,Acer saccharum,22.7,42.7,7.6,0.71,1,P12
4179,4179,Willow,Salix alba,33.5,60.3,6.4,0.47,1,P12
4181,4181,Yew,Taxus baccata,27.1,40.7,3.7,0.64,1,P12
4182,4182,Oak,Quercus robur,26,43.5,3.7,0.7,1,P12
4184,4184,Cherry,Prunus avium,33.2,70.6,7,0.72,1,P12
4185,4185,Spruce,Picea abies,24,55.2,4.2,0.43,1,P12
4186,4186,Beech,Fagus sylvatica,27,55,4.4,0.67,1,P12
4187,4187,Cedar,Cedrus libani,22,52.7,10.1,0.56,1,P12
4188,4188,Magnolia,Magnolia grandiflora,25,70.8,6,0.6,1,P12
4190,4190,Pine,Pinus sylvestris,28.6,46.7,7.2,0.45,1,P12
4191,4191,Walnut,Juglans regia,31.6,64.7,4.2,0.61,1,P12
4193,4193,Magnolia,Magnolia grandiflora,30.8,40.3,7.3,0.6,1,P12
4194,4194,Fir,Abies alba,28,48.9,6.7,0.42,1,P12
4195,4195,Cedar,Cedrus libani,31.7,42,3.5,0.56,1,P12
4196,4196,Maple,Acer saccharum,28.6,69.1,11.2,0.71,1,P12
4197,4197,Larch,Larix decidua,23.4,52.5,4.7,0.59,1,P12
4199,4199,Cherry,Prunus avium,24.8,41.4,4.1,0.72,1,P12
4200,4200,Poplar,Populus tremula,29.4,55.2,8.1,0.42,1,P12
4202,4202,Cedar,Cedrus libani,28.7,40.7,10.8,0.56,1,P12
4203,4203,Fir,Abies alba,29.6,67.4,9.2,0.42,1,P12
4204,4204,Locust,Robinia pseudoacacia,38.9,96.1,8.1,0.69,1,P12
4205,4205,Pine,Pinus sylvestris,34.8,54.7,7.2,0.45,1,P12
4206,4206,Cedar,Cedrus libani,21.5,53,3.7,0.56,1,P12
4208,4208,Yew,Taxus baccata,35.8,49.6,11.2,0.64,1,P12
4209,4209,Poplar,Populus tremula,26.7,54.1,3.8,0.42,1,P12
4211,4211,Cherry,Prunus avium,29.3,52.8,4.8,0.72,1,P12
4212,4212,Cherry,Prunus avium,23.1,44.6,3.6,0.72,1,P12
4213,4213,Spruce,Picea abies,22.5,70.5,7.5,0.43,1,P12
4214,4214,Cherry,Prunus avium,20.7,48.8,7.3,0.72,1,P12
4215,4215,Spruce,Picea abies,24.8,52.7,7.1,0.43,1,P12
4217,4217,Pine,Pinus sylvestris,29.3,57.4,9.6,0.45,1,P12
4218,4218,Fir,Abies alba,40.7,68.9,16.1,0.42,1,P12
4220,4220,Cherry,Prunus avium,35.7,82.4,4.2,0.72,1,P12
4221,4221,Yew,Taxus baccata,26.9,66,6.6,0.64,1,P12
4222,4222,Magnolia,Magnolia grandiflora,21.2,47.7,4.9,0.6,1,P12
4223,4223,Oak,Quercus robur,20.9,46,7.2,0.7,1,P12
4224,4224,Spruce,Picea abies,21.1,41.3,6.1,0.43,1,P12
4226,4226,Hemlock,Tsuga canadensis,29,60.6,4.2,0.45,1,P12
4227,4227,Magnolia,Magnolia grandiflora,26.5,67,4.2,0.6,1,P12
4229,4229,Redwood,Sequoia sempervirens,33.1,64.6,8.2,0.48,1,P12
4230,4230,Locust,Robinia pseudoacacia,26.2,60.5,5.8,0.69,1,P12
4231,4231,Locust,Robinia pseudoacacia,24.6,55.2,3.3,0.69,1,P12
4232,4232,Beech,Fagus sylvatica,27.2,55.1,4.4,0.67,1,P12
4233,4233,Poplar,Populus tremula,30.2,45.9,7.3,0.42,1,P12
4235,4235,Redwood,Sequoia sempervirens,23.3,51.6,7.3,0.48,1,P12
4236,4236,Yew,Taxus baccata,40.5,57.4,8.9,0.64,1,P12
4238,4238,Maple,Acer saccharum,21.5,55.7,4.8,0.71,1,P12
4239,4239,Willow,Salix alba,30.7,48.4,10.6,0.47,1,P12
4240,4240,Willow,Salix alba,44.9,76.1,13.6,0.47,1,P12
4241,4241,Larch,Larix decidua,21.6,52.8,4.1,0.59,1,P12
4242,4242,Magnolia,Magnolia grandiflora,25.2,45.6,8.2,0.6,1,P12
4244,4244,Yew,Taxus baccata,24.2,43.9,4.9,0.64,1,P12
4245,4245,Walnut,Juglans regia,23.8,59.3,5.1,0.61,1,P12
4247,4247,Walnut,Juglans regia,21.1,55.4,10.2,0.61,1,P12
4248,4248,Larch,Larix decidua,21.3,50.4,5.5,0.59,1,P12
4249,4249,Cherry,Prunus avium,21.1,52.7,4.1,0.72,1,P12
4250,4250,Cherry,Prunus avium,27.7,48.9,6.9,0.72,1,P12
4251,4251,Cedar,Cedrus libani,22.5,45.7,3,0.56,1,P12
4253,4253,Cherry,Prunus avium,27.5,50.2,9,0.72,1,P12
4254,4254,Redwood,Sequoia sempervirens,22.5,53.6,8.3,0.48,1,P12
4256,4256,Willow,Salix alba,21.9,47.3,8,0.47,1,P12
4257,4257,Pine,Pinus sylvestris,21.3,45.8,3.8,0.45,1,P12
4258,4258,Walnut,Juglans regia,23.5,47,5.7,0.61,1,P12
4259,4259,Ash,Fraxinus excelsior,33.5,70.9,6,0.67,1,P12
4260,4260,Larch,Larix decidua,27.8,62.4,3.5,0.59,1,P12
4262,4262,Pine,Pinus sylvestris,45.3,79,12.8,0.45,1,P12
4263,4263,Redwood,Sequoia sempervirens,27.2,56.3,3.5,0.48,1,P12
4265,4265,Poplar,Populus tremula,33,69.2,8.1,0.42,1,P12
4266,4266,Hemlock,Tsuga canadensis,24.5,60.2,4,0.45,1,P12
4267,4267,Maple,Acer saccharum,26.5,47.1,6.1,0.71,1,P12
4268,4268,Walnut,Juglans regia,24.3,47.9,4,0.61,1,P12
4269,4269,Poplar,Populus tremula,32.5,64.2,5.8,0.42,1,P12
4271,4271,Locust,Robinia pseudoacacia,40,54.9,5.5,0.69,1,P12
4272,4272,Oak,Quercus robur,31.1,52.3,9,0.7,1,P12
4274,4274,Beech,Fagus sylvatica,31.2,76.1,9.6,0.67,1,P13
4275,4275,Magnolia,Magnolia grandiflora,28.6,49.7,7,0.6,1,P13
4276,4276,Cherry,Prunus avium,20.8,42.8,3.2,0.72,1,P13
4277,4277,Fir,Abies alba,41.7,79.6,13.7,0.42,1,P13
4278,4278,Locust,Robinia pseudoacacia,21.4,53,3.8,0.69,1,P13
4280,4280,Spruce,Picea abies,30.3,41.7,6,0.43,1,P13
4281,4281,Cedar,Cedrus libani,37.3,80.2,7.5,0.56,1,P13
4283,4283,Fir,Abies alba,28.6,61.8,4.3,0.42,1,P13
4284,4284,Fir,Abies alba,24.2,49.5,6.3,0.42,1,P13
4285,4285,Cedar,Cedrus libani,25,68.9,4.8,0.56,1,P13
4286,4286,Pine,Pinus sylvestris,32.9,60.4,12.7,0.45,1,P13
4287,4287,Willow,Salix alba,31.2,57,3.4,0.47,1,P13
4289,4289,Beech,Fagus sylvatica,22.3,53.6,3.8,0.67,1,P13
4290,4290,Magnolia,Magnolia grandiflora,43,92,10.5,0.6,1,P13
4292,4292,Maple,Acer saccharum,40.5,61,11.3,0.71,1,P13
4293,4293,Locust,Robinia pseudoacacia,28.2,58.4,4.3,0.69,1,P13
4294,4294,Hemlock,Tsuga canadensis,37.2,65.8,12,0.45,1,P13
4295,4295,Locust,Robinia pseudoacacia,27.3,60.1,6.6,0.69,1,P13
4296,4296,Poplar,Populus tremula,32.3,61.2,14.1,0.42,1,P13
4298,4298,Poplar,Populus tremula,22.9,61.2,4.7,0.42,1,P13
4299,4299,Poplar,Populus tremula,21.7,51,5.6,0.42,1,P13
4301,4301,Pine,Pinus sylvestris,33.9,66.5,9.2,0.45,1,P13
4302,4302,Spruce,Picea abies,32,51.3,6.7,0.43,1,P13
4303,4303,Pine,Pinus sylvestris,23.8,40,6.4,0.45,1,P13
4304,4304,Pine,Pinus sylvestris,22.2,68.3,3.5,0.45,1,P13
4305,4305,Pine,Pinus sylvestris,25,53.1,5.7,0.45,1,P13
4307,4307,Poplar,Populus tremula,23.4,42.5,4.9,0.42,1,P13
4308,4308,Larch,Larix decidua,28.6,46,8.3,0.59,1,P13
4310,4310,Willow,Salix alba,28.8,40.7,6.9,0.47,1,P13
4311,4311,Cedar,Cedrus libani,43,73.6,10.6,0.56,1,P13
4312,4312,Spruce,Picea abies,29.7,63.2,4.2,0.43,1,P13
4313,4313,Fir,Abies alba,33.5,64.4,10.7,0.42,1,P13
4314,4314,Yew,Taxus baccata,20.2,43.8,5.7,0.64,1,P13
4316,4316,Cedar,Cedrus libani,25.2,56.2,9.8,0.56,1,P13
4317,4317,Ash,Fraxinus excelsior,28.1,57.7,3.3,0.67,1,P13
4319,4319,Fir,Abies alba,41.2,72.4,11.5,0.42,1,P13
4320,4320,Cherry,Prunus avium,26.3,51.4,5.5,0.72,1,P13
4321,4321,Maple,Acer saccharum,27.3,63.2,8.6,0.71,1,P13
4322,4322,Spruce,Picea abies,22.5,42.1,4.3,0.43,1,P13
4323,4323,Willow,Salix alba,34.1,72.6,8.2,0.47,1,P13
4325,4325,Redwood,Sequoia sempervirens,27.7,55.4,9.2,0.48,1,P13
4326,4326,Hemlock,Tsuga canadensis,21.3,48.1,4.9,0.45,1,P13
4328,4328,Beech,Fagus sylvatica,26.2,65.5,14.3,0.67,1,P13
4329,4329,Willow,Salix alba,30.2,84.1,9.5,0.47,1,P13
4330,4330,Yew,Taxus baccata,25.4,45.8,3.7,0.64,1,P13
4331,4331,Yew,Taxus baccata,21.5,54.7,5.3,0.64,1,P13
4332,4332,Spruce,Picea abies,42.8,85.8,12.5,0.43,1,P13
4334,4334,Spruce,Picea abies,25.3,51.5,7.4,0.43,1,P13
4335,4335,Magnolia,Magnolia grandiflora,24.7,56.1,9,0.6,1,P13
