S/N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
4064,Locust,Robinia pseudoacacia,22.6,44.3,3.3,0.69,1,P12
4065,Locust,Robinia pseudoacacia,24.0,54.8,4.8,0.69,1,P12
4066,Oak,Quercus robur,38.0,40.7,8.2,0.7,1,P12
4067,Birch,Betula pendula,23.6,43.1,3.5,0.67,1,P12
4068,Spruce,Picea abies,29.9,48.2,11.9,0.43,1,P12
4069,Larch,Larix decidua,25.7,59.8,4.3,0.59,1,P12
4070,Fir,Abies alba,28.7,62.7,6.0,0.42,1,P12
4071,Redwood,Sequoia sempervirens,29.1,53.0,3.6,0.48,1,P12
4072,Hemlock,Tsuga canadensis,41.7,73.3,13.1,0.45,1,P12
4073,Cherry,Prunus avium,23.0,51.8,6.2,0.72,1,P12
4074,Locust,Robinia pseudoacacia,26.0,73.8,6.9,0.69,1,P12
4075,Fir,Abies alba,27.2,54.7,6.3,0.42,1,P12
4076,Cedar,Cedrus libani,30.2,51.9,9.5,0.56,1,P12
4077,Pine,Pinus sylvestris,35.9,71.1,5.9,0.45,1,P12
4078,Fir,Abies alba,20.3,44.7,6.7,0.42,1,P12
4079,Cedar,Cedrus libani,22.5,43.4,3.5,0.56,1,P12
4080,Magnolia,Magnolia grandiflora,26.6,54.4,6.0,0.6,1,P12
4081,Spruce,Picea abies,20.5,46.5,4.0,0.43,1,P12
4082,Yew,Taxus baccata,21.2,45.3,6.6,0.64,1,P12
4083,Locust,Robinia pseudoacacia,33.8,71.4,11.5,0.69,1,P12
4084,Redwood,Sequoia sempervirens,28.3,57.9,9.5,0.48,1,P12
4085,Oak,Quercus robur,31.1,89.9,9.3,0.7,1,P12
4086,Walnut,Juglans regia,25.4,43.8,6.5,0.61,1,P12
4087,Hemlock,Tsuga canadensis,23.2,68.8,8.0,0.45,1,P12
4088,Ash,Fraxinus excelsior,48.3,96.1,15.8,0.67,1,P12
4089,Oak,Quercus robur,23.4,42.9,8.9,0.7,1,P12
4090,Redwood,Sequoia sempervirens,33.6,42.7,11.3,0.48,1,P12
4091,Cherry,Prunus avium,21.1,49.4,4.6,0.72,1,P12
4092,Cedar,Cedrus libani,20.0,48.4,3.6,0.56,1,P12
4093,Yew,Taxus baccata,28.6,47.3,3.6,0.64,1,P12
4094,Spruce,Picea abies,25.6,40.5,4.0,0.43,1,P12
4095,Pine,Pinus sylvestris,33.5,48.2,5.6,0.45,1,P12
4096,Birch,Betula pendula,29.4,57.6,4.5,0.67,1,P12
4097,Locust,Robinia pseudoacacia,32.1,68.8,13.0,0.69,1,P12
4098,Hemlock,Tsuga canadensis,21.5,58.9,5.3,0.45,1,P12
4099,Birch,Betula pendula,25.2,53.1,9.8,0.67,1,P12
4100,Walnut,Juglans regia,27.1,48.4,4.3,0.61,1,P12
4101,Pine,Pinus sylvestris,35.4,53.0,6.6,0.45,1,P12
4102,Cypress,Cupressus sempervirens,34.6,59.1,11.4,0.47,1,P12
4103,Redwood,Sequoia sempervirens,31.5,58.6,5.2,0.48,1,P12
4104,Maple,Acer saccharum,23.3,49.0,6.6,0.71,1,P12
4105,Walnut,Juglans regia,36.5,63.5,4.9,0.61,1,P12
4106,Magnolia,Magnolia grandiflora,21.7,56.3,5.8,0.6,1,P12
4107,Willow,Salix alba,26.9,47.5,4.3,0.47,1,P12
4108,Poplar,Populus tremula,21.9,44.6,5.5,0.42,1,P12
4109,Pine,Pinus sylvestris,20.0,53.8,9.1,0.45,1,P12
4110,Willow,Salix alba,32.3,56.6,10.1,0.47,1,P12
4111,Cedar,Cedrus libani,20.2,57.9,3.2,0.56,1,P12
4112,Beech,Fagus sylvatica,20.6,46.9,5.2,0.67,1,P12
4113,Birch,Betula pendula,24.2,48.6,6.5,0.67,1,P12
4114,Cypress,Cupressus sempervirens,29.8,54.3,6.5,0.47,1,P12
4115,Hemlock,Tsuga canadensis,21.5,54.9,6.7,0.45,1,P12
4116,Ash,Fraxinus excelsior,29.6,58.6,9.6,0.67,1,P12
4117,Poplar,Populus tremula,28.6,50.1,3.6,0.42,1,P12
4118,Maple,Acer saccharum,25.9,57.0,4.0,0.71,1,P12
4119,Birch,Betula pendula,26.8,43.3,8.3,0.67,1,P12
4120,Ash,Fraxinus excelsior,23.6,63.2,6.2,0.67,1,P12
4121,Fir,Abies alba,21.0,44.1,5.2,0.42,1,P12
4122,Maple,Acer saccharum,23.2,41.7,5.6,0.71,1,P12
4123,Fir,Abies alba,29.0,56.0,7.4,0.42,1,P12
4124,Birch,Betula pendula,28.6,40.7,4.0,0.67,1,P12
4125,Cypress,Cupressus sempervirens,40.4,64.6,10.0,0.47,1,P12
4126,Cedar,Cedrus libani,23.3,51.2,7.7,0.56,1,P12
4127,Ash,Fraxinus excelsior,21.7,69.0,3.7,0.67,1,P12
4128,Maple,Acer saccharum,30.1,52.6,7.7,0.71,1,P12
4129,Cypress,Cupressus sempervirens,21.6,51.7,9.6,0.47,1,P12
4130,Cherry,Prunus avium,42.0,85.1,15.2,0.72,1,P12
4131,Fir,Abies alba,28.4,53.1,6.4,0.42,1,P12
4132,Walnut,Juglans regia,24.3,53.2,4.1,0.61,1,P12
4133,Hemlock,Tsuga canadensis,21.6,46.8,7.5,0.45,1,P12
4134,Hemlock,Tsuga canadensis,40.3,71.6,4.7,0.45,1,P12
4135,Cedar,Cedrus libani,20.4,48.0,5.5,0.56,1,P12
4136,Walnut,Juglans regia,25.3,51.5,6.6,0.61,1,P12
4137,Beech,Fagus sylvatica,20.1,65.8,4.5,0.67,1,P12
4138,Yew,Taxus baccata,20.0,45.3,6.0,0.64,1,P12
4139,Fir,Abies alba,24.6,41.2,4.9,0.42,1,P12
4140,Yew,Taxus baccata,28.6,45.1,6.4,0.64,1,P12
4141,Fir,Abies alba,22.3,40.6,4.7,0.42,1,P12
4142,Redwood,Sequoia sempervirens,26.0,43.9,5.6,0.48,1,P12
4143,Ash,Fraxinus excelsior,28.8,44.1,7.8,0.67,1,P12
4144,Walnut,Juglans regia,27.1,54.5,6.2,0.61,1,P12
4145,Willow,Salix alba,20.2,47.3,3.9,0.47,1,P12
4146,Spruce,Picea abies,27.4,48.8,3.9,0.43,1,P12
4147,Cedar,Cedrus libani,25.2,49.5,5.6,0.56,1,P12
4148,Cherry,Prunus avium,32.5,40.5,7.2,0.72,1,P12
4149,Hemlock,Tsuga canadensis,24.9,57.9,7.2,0.45,1,P12
4150,Hemlock,Tsuga canadensis,27.2,55.1,14.7,0.45,1,P12
4151,Birch,Betula pendula,29.0,68.9,3.4,0.67,1,P12
4152,Oak,Quercus robur,21.8,53.5,5.0,0.7,1,P12
4153,Poplar,Populus tremula,28.8,52.2,8.9,0.42,1,P12
4154,Spruce,Picea abies,23.1,57.5,5.8,0.43,1,P12
4155,Larch,Larix decidua,21.1,40.5,8.9,0.59,1,P12
4156,Poplar,Populus tremula,27.7,47.4,11.2,0.42,1,P12
4157,Cypress,Cupressus sempervirens,31.9,53.4,4.2,0.47,1,P12
4158,Redwood,Sequoia sempervirens,23.5,44.2,6.9,0.48,1,P12
4159,Redwood,Sequoia sempervirens,25.1,42.3,4.2,0.48,1,P12
4160,Pine,Pinus sylvestris,20.3,67.1,6.2,0.45,1,P12
4161,Fir,Abies alba,23.8,42.8,3.2,0.42,1,P12
4162,Oak,Quercus robur,29.5,65.9,3.3,0.7,1,P12
4163,Cypress,Cupressus sempervirens,38.5,59.9,7.9,0.47,1,P12
4164,Locust,Robinia pseudoacacia,20.8,43.1,5.7,0.69,1,P12
4165,Cypress,Cupressus sempervirens,34.1,46.7,8.0,0.47,1,P12
4166,Birch,Betula pendula,21.8,41.7,3.0,0.67,1,P12
4167,Willow,Salix alba,38.6,74.1,7.8,0.47,1,P12
4168,Magnolia,Magnolia grandiflora,31.2,53.2,6.9,0.6,1,P12
4169,Hemlock,Tsuga canadensis,21.4,46.6,4.4,0.45,1,P12
4170,Walnut,Juglans regia,27.2,60.3,8.8,0.61,1,P12
4171,Poplar,Populus tremula,22.4,55.1,3.1,0.42,1,P12
4172,Redwood,Sequoia sempervirens,30.2,50.8,8.9,0.48,1,P12
4173,Pine,Pinus sylvestris,25.8,42.1,5.2,0.45,1,P12
4174,Redwood,Sequoia sempervirens,31.9,65.8,5.6,0.48,1,P12
4175,Maple,Acer saccharum,23.3,42.2,8.0,0.71,1,P12
4176,Birch,Betula pendula,28.4,60.1,4.6,0.67,1,P12
4177,Pine,Pinus sylvestris,28.2,60.2,7.6,0.45,1,P12
4178,Maple,Acer saccharum,22.7,42.7,7.6,0.71,1,P12
4179,Willow,Salix alba,33.5,60.3,6.4,0.47,1,P12
4180,Poplar,Populus tremula,26.2,55.1,9.6,0.42,1,P12
4181,Yew,Taxus baccata,27.1,40.7,3.7,0.64,1,P12
4182,Oak,Quercus robur,26.0,43.5,3.7,0.7,1,P12
4183,Spruce,Picea abies,20.8,43.3,4.6,0.43,1,P12
4184,Cherry,Prunus avium,33.2,70.6,7.0,0.72,1,P12
4185,Spruce,Picea abies,24.0,55.2,4.2,0.43,1,P12
4186,Beech,Fagus sylvatica,27.0,55.0,4.4,0.67,1,P12
4187,Cedar,Cedrus libani,22.0,52.7,10.1,0.56,1,P12
4188,Magnolia,Magnolia grandiflora,25.0,70.8,6.0,0.6,1,P12
4189,Hemlock,Tsuga canadensis,23.8,48.6,4.1,0.45,1,P12
4190,Pine,Pinus sylvestris,28.6,46.7,7.2,0.45,1,P12
4191,Walnut,Juglans regia,31.6,64.7,4.2,0.61,1,P12
4192,Hemlock,Tsuga canadensis,21.7,44.7,7.8,0.45,1,P12
4193,Magnolia,Magnolia grandiflora,30.8,40.3,7.3,0.6,1,P12
4194,Fir,Abies alba,28.0,48.9,6.7,0.42,1,P12
4195,Cedar,Cedrus libani,31.7,42.0,3.5,0.56,1,P12
4196,Maple,Acer saccharum,28.6,69.1,11.2,0.71,1,P12
4197,Larch,Larix decidua,23.4,52.5,4.7,0.59,1,P12
4198,Locust,Robinia pseudoacacia,27.7,49.3,5.8,0.69,1,P12
4199,Cherry,Prunus avium,24.8,41.4,4.1,0.72,1,P12
4200,Poplar,Populus tremula,29.4,55.2,8.1,0.42,1,P12
4201,Spruce,Picea abies,22.3,57.4,6.6,0.43,1,P12
4202,Cedar,Cedrus libani,28.7,40.7,10.8,0.56,1,P12
4203,Fir,Abies alba,29.6,67.4,9.2,0.42,1,P12
4204,Locust,Robinia pseudoacacia,38.9,96.1,8.1,0.69,1,P12
4205,Pine,Pinus sylvestris,34.8,54.7,7.2,0.45,1,P12
4206,Cedar,Cedrus libani,21.5,53.0,3.7,0.56,1,P12
4207,Fir,Abies alba,26.8,49.7,6.8,0.42,1,P12
4208,Yew,Taxus baccata,35.8,49.6,11.2,0.64,1,P12
4209,Poplar,Populus tremula,26.7,54.1,3.8,0.42,1,P12
4210,Oak,Quercus robur,22.4,48.0,4.7,0.7,1,P12
4211,Cherry,Prunus avium,29.3,52.8,4.8,0.72,1,P12
4212,Cherry,Prunus avium,23.1,44.6,3.6,0.72,1,P12
4213,Spruce,Picea abies,22.5,70.5,7.5,0.43,1,P12
4214,Cherry,Prunus avium,20.7,48.8,7.3,0.72,1,P12
4215,Spruce,Picea abies,24.8,52.7,7.1,0.43,1,P12
4216,Magnolia,Magnolia grandiflora,35.1,74.2,7.3,0.6,1,P12
4217,Pine,Pinus sylvestris,29.3,57.4,9.6,0.45,1,P12
4218,Fir,Abies alba,40.7,68.9,16.1,0.42,1,P12
4219,Locust,Robinia pseudoacacia,22.6,50.8,7.9,0.69,1,P12
4220,Cherry,Prunus avium,35.7,82.4,4.2,0.72,1,P12
4221,Yew,Taxus baccata,26.9,66.0,6.6,0.64,1,P12
4222,Magnolia,Magnolia grandiflora,21.2,47.7,4.9,0.6,1,P12
4223,Oak,Quercus robur,20.9,46.0,7.2,0.7,1,P12
4224,Spruce,Picea abies,21.1,41.3,6.1,0.43,1,P12
4225,Poplar,Populus tremula,24.8,41.9,4.9,0.42,1,P12
4226,Hemlock,Tsuga canadensis,29.0,60.6,4.2,0.45,1,P12
4227,Magnolia,Magnolia grandiflora,26.5,67.0,4.2,0.6,1,P12
4228,Cherry,Prunus avium,20.8,40.1,3.6,0.72,1,P12
4229,Redwood,Sequoia sempervirens,33.1,64.6,8.2,0.48,1,P12
4230,Locust,Robinia pseudoacacia,26.2,60.5,5.8,0.69,1,P12
4231,Locust,Robinia pseudoacacia,24.6,55.2,3.3,0.69,1,P12
4232,Beech,Fagus sylvatica,27.2,55.1,4.4,0.67,1,P12
4233,Poplar,Populus tremula,30.2,45.9,7.3,0.42,1,P12
4234,Willow,Salix alba,21.6,47.2,5.3,0.47,1,P12
4235,Redwood,Sequoia sempervirens,23.3,51.6,7.3,0.48,1,P12
4236,Yew,Taxus baccata,40.5,57.4,8.9,0.64,1,P12
4237,Birch,Betula pendula,31.1,55.6,3.3,0.67,1,P12
4238,Maple,Acer saccharum,21.5,55.7,4.8,0.71,1,P12
4239,Willow,Salix alba,30.7,48.4,10.6,0.47,1,P12
4240,Willow,Salix alba,44.9,76.1,13.6,0.47,1,P12
4241,Larch,Larix decidua,21.6,52.8,4.1,0.59,1,P12
4242,Magnolia,Magnolia grandiflora,25.2,45.6,8.2,0.6,1,P12
4243,Cypress,Cupressus sempervirens,23.1,44.7,4.7,0.47,1,P12
4244,Yew,Taxus baccata,24.2,43.9,4.9,0.64,1,P12
4245,Walnut,Juglans regia,23.8,59.3,5.1,0.61,1,P12
4246,Willow,Salix alba,20.6,46.9,3.8,0.47,1,P12
4247,Walnut,Juglans regia,21.1,55.4,10.2,0.61,1,P12
4248,Larch,Larix decidua,21.3,50.4,5.5,0.59,1,P12
4249,Cherry,Prunus avium,21.1,52.7,4.1,0.72,1,P12
4250,Cherry,Prunus avium,27.7,48.9,6.9,0.72,1,P12
4251,Cedar,Cedrus libani,22.5,45.7,3.0,0.56,1,P12
4252,Fir,Abies alba,23.9,44.3,6.4,0.42,1,P12
4253,Cherry,Prunus avium,27.5,50.2,9.0,0.72,1,P12
4254,Redwood,Sequoia sempervirens,22.5,53.6,8.3,0.48,1,P12
4255,Fir,Abies alba,27.0,45.1,3.8,0.42,1,P12
4256,Willow,Salix alba,21.9,47.3,8.0,0.47,1,P12
4257,Pine,Pinus sylvestris,21.3,45.8,3.8,0.45,1,P12
4258,Walnut,Juglans regia,23.5,47.0,5.7,0.61,1,P12
4259,Ash,Fraxinus excelsior,33.5,70.9,6.0,0.67,1,P12
4260,Larch,Larix decidua,27.8,62.4,3.5,0.59,1,P12
4261,Ash,Fraxinus excelsior,25.7,52.1,4.5,0.67,1,P12
4262,Pine,Pinus sylvestris,45.3,79.0,12.8,0.45,1,P12
4263,Redwood,Sequoia sempervirens,27.2,56.3,3.5,0.48,1,P12
4264,Poplar,Populus tremula,46.9,86.4,17.8,0.42,1,P12
4265,Poplar,Populus tremula,33.0,69.2,8.1,0.42,1,P12
4266,Hemlock,Tsuga canadensis,24.5,60.2,4.0,0.45,1,P12
4267,Maple,Acer saccharum,26.5,47.1,6.1,0.71,1,P12
4268,Walnut,Juglans regia,24.3,47.9,4.0,0.61,1,P12
4269,Poplar,Populus tremula,32.5,64.2,5.8,0.42,1,P12
4270,Fir,Abies alba,29.3,49.6,8.4,0.42,1,P12
4271,Locust,Robinia pseudoacacia,40.0,54.9,5.5,0.69,1,P12
4272,Oak,Quercus robur,31.1,52.3,9.0,0.7,1,P12
4273,Redwood,Sequoia sempervirens,26.3,50.3,10.5,0.48,1,P13
4274,Beech,Fagus sylvatica,31.2,76.1,9.6,0.67,1,P13
4275,Magnolia,Magnolia grandiflora,28.6,49.7,7.0,0.6,1,P13
4276,Cherry,Prunus avium,20.8,42.8,3.2,0.72,1,P13
4277,Fir,Abies alba,41.7,79.6,13.7,0.42,1,P13
4278,Locust,Robinia pseudoacacia,21.4,53.0,3.8,0.69,1,P13
4279,Beech,Fagus sylvatica,28.9,55.4,7.1,0.67,1,P13
4280,Spruce,Picea abies,30.3,41.7,6.0,0.43,1,P13
4281,Cedar,Cedrus libani,37.3,80.2,7.5,0.56,1,P13
4282,Fir,Abies alba,31.2,62.8,8.4,0.42,1,P13
4283,Fir,Abies alba,28.6,61.8,4.3,0.42,1,P13
4284,Fir,Abies alba,24.2,49.5,6.3,0.42,1,P13
4285,Cedar,Cedrus libani,25.0,68.9,4.8,0.56,1,P13
4286,Pine,Pinus sylvestris,32.9,60.4,12.7,0.45,1,P13
4287,Willow,Salix alba,31.2,57.0,3.4,0.47,1,P13
4288,Maple,Acer saccharum,26.1,45.3,5.1,0.71,1,P13
4289,Beech,Fagus sylvatica,22.3,53.6,3.8,0.67,1,P13
4290,Magnolia,Magnolia grandiflora,43.0,92.0,10.5,0.6,1,P13
4291,Oak,Quercus robur,27.0,45.2,6.7,0.7,1,P13
4292,Maple,Acer saccharum,40.5,61.0,11.3,0.71,1,P13
4293,Locust,Robinia pseudoacacia,28.2,58.4,4.3,0.69,1,P13
4294,Hemlock,Tsuga canadensis,37.2,65.8,12.0,0.45,1,P13
4295,Locust,Robinia pseudoacacia,27.3,60.1,6.6,0.69,1,P13
4296,Poplar,Populus tremula,32.3,61.2,14.1,0.42,1,P13
4297,Yew,Taxus baccata,34.7,62.1,8.6,0.64,1,P13
4298,Poplar,Populus tremula,22.9,61.2,4.7,0.42,1,P13
4299,Poplar,Populus tremula,21.7,51.0,5.6,0.42,1,P13
4300,Ash,Fraxinus excelsior,29.8,62.5,4.1,0.67,1,P13
4301,Pine,Pinus sylvestris,33.9,66.5,9.2,0.45,1,P13
4302,Spruce,Picea abies,32.0,51.3,6.7,0.43,1,P13
4303,Pine,Pinus sylvestris,23.8,40.0,6.4,0.45,1,P13
4304,Pine,Pinus sylvestris,22.2,68.3,3.5,0.45,1,P13
4305,Pine,Pinus sylvestris,25.0,53.1,5.7,0.45,1,P13
4306,Cedar,Cedrus libani,39.1,74.8,8.2,0.56,1,P13
4307,Poplar,Populus tremula,23.4,42.5,4.9,0.42,1,P13
4308,Larch,Larix decidua,28.6,46.0,8.3,0.59,1,P13
4309,Cherry,Prunus avium,30.2,49.0,8.6,0.72,1,P13
4310,Willow,Salix alba,28.8,40.7,6.9,0.47,1,P13
4311,Cedar,Cedrus libani,43.0,73.6,10.6,0.56,1,P13
4312,Spruce,Picea abies,29.7,63.2,4.2,0.43,1,P13
4313,Fir,Abies alba,33.5,64.4,10.7,0.42,1,P13
4314,Yew,Taxus baccata,20.2,43.8,5.7,0.64,1,P13
4315,Yew,Taxus baccata,21.4,47.4,3.8,0.64,1,P13
4316,Cedar,Cedrus libani,25.2,56.2,9.8,0.56,1,P13
4317,Ash,Fraxinus excelsior,28.1,57.7,3.3,0.67,1,P13
4318,Pine,Pinus sylvestris,26.0,49.8,6.7,0.45,1,P13
4319,Fir,Abies alba,41.2,72.4,11.5,0.42,1,P13
4320,Cherry,Prunus avium,26.3,51.4,5.5,0.72,1,P13
4321,Maple,Acer saccharum,27.3,63.2,8.6,0.71,1,P13
4322,Spruce,Picea abies,22.5,42.1,4.3,0.43,1,P13
4323,Willow,Salix alba,34.1,72.6,8.2,0.47,1,P13
4324,Oak,Quercus robur,26.8,45.9,3.7,0.7,1,P13
4325,Redwood,Sequoia sempervirens,27.7,55.4,9.2,0.48,1,P13
4326,Hemlock,Tsuga canadensis,21.3,48.1,4.9,0.45,1,P13
4327,Willow,Salix alba,31.1,48.3,4.7,0.47,1,P13
4328,Beech,Fagus sylvatica,26.2,65.5,14.3,0.67,1,P13
4329,Willow,Salix alba,30.2,84.1,9.5,0.47,1,P13
4330,Yew,Taxus baccata,25.4,45.8,3.7,0.64,1,P13
4331,Yew,Taxus baccata,21.5,54.7,5.3,0.64,1,P13
4332,Spruce,Picea abies,42.8,85.8,12.5,0.43,1,P13
4333,Yew,Taxus baccata,43.0,55.5,11.0,0.64,1,P13
4334,Spruce,Picea abies,25.3,51.5,7.4,0.43,1,P13
4335,Magnolia,Magnolia grandiflora,24.7,56.1,9.0,0.6,1,P13
4336,Cedar,Cedrus libani,23.6,44.7,5.3,0.56,1,P13
4337,Poplar,Populus tremula,31.6,52.7,10.6,0.42,1,P13
4338,Poplar,Populus tremula,22.2,56.1,6.4,0.42,1,P13
4339,Cypress,Cupressus sempervirens,24.9,45.2,6.6,0.47,1,P13
4340,Birch,Betula pendula,35.5,72.5,5.7,0.67,1,P13
4341,Magnolia,Magnolia grandiflora,20.2,41.7,3.6,0.6,1,P13
4342,Oak,Quercus robur,21.5,42.5,4.8,0.7,1,P13
4343,Birch,Betula pendula,28.6,58.8,6.4,0.67,1,P13
4344,Larch,Larix decidua,28.2,44.2,7.4,0.59,1,P13
4345,Locust,Robinia pseudoacacia,28.3,52.6,4.5,0.69,1,P13
4346,Redwood,Sequoia sempervirens,36.8,68.5,12.3,0.48,1,P13
4347,Cedar,Cedrus libani,30.6,56.2,7.0,0.56,1,P13
4348,Larch,Larix decidua,26.8,49.3,5.5,0.59,1,P13
4349,Larch,Larix decidua,30.1,48.6,3.8,0.59,1,P13
4350,Birch,Betula pendula,25.9,59.6,9.9,0.67,1,P13
4351,Beech,Fagus sylvatica,23.8,43.6,5.3,0.67,1,P13
4352,Locust,Robinia pseudoacacia,20.6,44.6,3.3,0.69,1,P13
4353,Cherry,Prunus avium,28.9,72.9,5.6,0.72,1,P13
4354,Magnolia,Magnolia grandiflora,42.6,77.3,15.7,0.6,1,P13
4355,Birch,Betula pendula,22.1,45.7,4.5,0.67,1,P13
4356,Hemlock,Tsuga canadensis,33.4,68.4,5.4,0.45,1,P13
4357,Maple,Acer saccharum,24.9,55.2,3.5,0.71,1,P13
4358,Locust,Robinia pseudoacacia,25.0,42.0,5.0,0.69,1,P13
4359,Ash,Fraxinus excelsior,39.6,74.7,11.0,0.67,1,P13
4360,Locust,Robinia pseudoacacia,29.7,41.1,11.2,0.69,1,P13
4361,Cedar,Cedrus libani,23.6,45.0,10.2,0.56,1,P13
4362,Walnut,Juglans regia,28.4,59.3,9.3,0.61,1,P13
4363,Redwood,Sequoia sempervirens,26.3,59.1,11.2,0.48,1,P13
4364,Oak,Quercus robur,24.2,47.5,4.7,0.7,1,P13
4365,Pine,Pinus sylvestris,26.4,64.2,6.9,0.45,1,P13
4366,Maple,Acer saccharum,27.1,55.0,8.4,0.71,1,P13
4367,Oak,Quercus robur,20.8,42.0,4.6,0.7,1,P13
4368,Cherry,Prunus avium,25.0,55.9,4.4,0.72,1,P13
4369,Redwood,Sequoia sempervirens,20.3,65.0,7.7,0.48,1,P13
4370,Redwood,Sequoia sempervirens,21.0,41.4,4.4,0.48,1,P13
4371,Poplar,Populus tremula,24.8,54.5,6.4,0.42,1,P13
4372,Pine,Pinus sylvestris,23.7,46.7,7.5,0.45,1,P13
4373,Willow,Salix alba,23.0,59.7,9.0,0.47,1,P13
4374,Ash,Fraxinus excelsior,30.6,63.8,7.5,0.67,1,P13
4375,Walnut,Juglans regia,20.5,43.9,4.5,0.61,1,P13
4376,Redwood,Sequoia sempervirens,47.0,112.2,16.6,0.48,1,P13
4377,Willow,Salix alba,22.0,44.1,5.0,0.47,1,P13
4378,Larch,Larix decidua,51.0,83.4,16.9,0.59,1,P13
4379,Redwood,Sequoia sempervirens,22.5,42.5,3.1,0.48,1,P13
4380,Yew,Taxus baccata,35.3,67.5,10.1,0.64,1,P13
4381,Larch,Larix decidua,33.3,72.9,7.8,0.59,1,P13
4382,Poplar,Populus tremula,32.3,49.8,6.3,0.42,1,P13
4383,Willow,Salix alba,35.5,62.9,9.9,0.47,1,P13
4384,Walnut,Juglans regia,35.0,80.7,8.8,0.61,1,P13
4385,Beech,Fagus sylvatica,30.4,45.6,4.3,0.67,1,P13
4386,Hemlock,Tsuga canadensis,21.9,43.7,5.4,0.45,1,P13
4387,Pine,Pinus sylvestris,20.1,50.3,7.9,0.45,1,P13
4388,Yew,Taxus baccata,23.9,52.4,7.3,0.64,1,P13
4389,Larch,Larix decidua,26.9,61.3,4.1,0.59,1,P13
4390,Cedar,Cedrus libani,31.1,54.1,5.9,0.56,1,P13
4391,Beech,Fagus sylvatica,20.2,58.8,5.7,0.67,1,P13
4392,Fir,Abies alba,28.8,56.1,3.1,0.42,1,P13
4393,Fir,Abies alba,29.1,47.3,3.8,0.42,1,P13
4394,Oak,Quercus robur,27.3,56.4,5.9,0.7,1,P13
4395,Pine,Pinus sylvestris,30.5,65.8,13.5,0.45,1,P13
4396,Spruce,Picea abies,43.5,70.8,17.3,0.43,1,P13
4397,Magnolia,Magnolia grandiflora,33.3,43.0,3.7,0.6,1,P13
4398,Hemlock,Tsuga canadensis,24.9,54.8,6.3,0.45,1,P13
4399,Magnolia,Magnolia grandiflora,20.7,60.5,4.0,0.6,1,P13
4400,Larch,Larix decidua,36.2,67.7,10.6,0.59,1,P13
4401,Walnut,Juglans regia,21.6,40.8,3.6,0.61,1,P13
4402,Cherry,Prunus avium,30.2,41.2,8.2,0.72,1,P13
4403,Locust,Robinia pseudoacacia,22.1,50.4,4.3,0.69,1,P13
4404,Birch,Betula pendula,28.1,54.1,10.8,0.67,1,P13
4405,Magnolia,Magnolia grandiflora,53.2,97.1,19.6,0.6,1,P13
4406,Birch,Betula pendula,33.3,48.7,4.9,0.67,1,P13
4407,Cypress,Cupressus sempervirens,23.5,49.0,6.5,0.47,1,P13
4408,Maple,Acer saccharum,33.1,62.8,7.7,0.71,1,P13
4409,Birch,Betula pendula,20.9,60.6,3.1,0.67,1,P13
4410,Cypress,Cupressus sempervirens,41.0,82.9,11.2,0.47,1,P13
4411,Redwood,Sequoia sempervirens,25.6,49.0,3.2,0.48,1,P13
4412,Locust,Robinia pseudoacacia,24.7,51.9,6.1,0.69,1,P13
4413,Maple,Acer saccharum,23.1,54.8,10.8,0.71,1,P13
4414,Birch,Betula pendula,34.9,79.9,6.8,0.67,1,P13
4415,Hemlock,Tsuga canadensis,28.1,45.0,6.6,0.45,1,P13
4416,Maple,Acer saccharum,24.2,67.6,3.9,0.71,1,P13
4417,Yew,Taxus baccata,21.3,41.7,7.3,0.64,1,P13
4418,Yew,Taxus baccata,25.5,42.5,6.2,0.64,1,P13
4419,Cypress,Cupressus sempervirens,24.1,52.8,4.8,0.47,1,P13
4420,Pine,Pinus sylvestris,31.2,65.9,4.0,0.45,1,P13
4421,Walnut,Juglans regia,21.8,45.3,7.2,0.61,1,P13
4422,Fir,Abies alba,40.7,57.6,10.0,0.42,1,P13
4423,Birch,Betula pendula,33.2,47.4,12.0,0.67,1,P13
4424,Birch,Betula pendula,23.7,53.4,4.0,0.67,1,P13
4425,Hemlock,Tsuga canadensis,28.0,44.7,3.7,0.45,1,P13
4426,Pine,Pinus sylvestris,28.0,47.5,3.2,0.45,1,P13
4427,Cypress,Cupressus sempervirens,27.4,60.7,6.6,0.47,1,P13
4428,Maple,Acer saccharum,22.6,56.5,3.1,0.71,1,P13
4429,Redwood,Sequoia sempervirens,20.2,56.0,7.4,0.48,1,P13
4430,Willow,Salix alba,20.7,58.7,6.9,0.47,1,P13
4431,Cherry,Prunus avium,25.8,47.6,4.7,0.72,1,P13
4432,Redwood,Sequoia sempervirens,27.6,42.2,9.6,0.48,1,P13
4433,Hemlock,Tsuga canadensis,21.3,40.2,3.2,0.45,1,P13
4434,Ash,Fraxinus excelsior,25.6,81.1,4.0,0.67,1,P13
4435,Ash,Fraxinus excelsior,26.7,42.5,4.9,0.67,1,P13
4436,Ash,Fraxinus excelsior,21.4,63.8,7.0,0.67,1,P13
4437,Hemlock,Tsuga canadensis,20.2,43.0,3.2,0.45,1,P13
4438,Birch,Betula pendula,27.5,65.2,7.8,0.67,1,P13
4439,Spruce,Picea abies,35.0,62.2,6.4,0.43,1,P13
